employee_id_1,employee_id_2,compatibility_score,collaboration_count,last_collaboration_date
E00190,E00364,6.3,2,2024-08-20
E00215,E00307,6.1,1,2024-02-24
E00215,E00353,6.8,1,2024-02-24
E00006,E00008,6.9,2,2026-02-20
E00006,E00192,6.3,2,2025-01-16
E00006,E00257,7.1,1,2023-12-14
E00006,E00349,6.8,1,2023-12-14
E00006,E00366,6.6,1,2023-12-14
E00008,E00383,6.8,1,2023-12-14
E00019,E00197,6.9,2,2026-03-27
E00019,E00221,7.0,2,2025-03-07
E00019,E00366,5.7,1,2023-12-14
E00019,E00368,6.7,1,2023-12-14
E00019,E00415,7.3,1,2023-12-14
E00029,E00331,8.0,1,2023-12-14
E00029,E00332,7.5,1,2023-12-14
E00031,E00131,7.1,1,2023-12-14
E00031,E00190,5.8,1,2023-12-14
E00031,E00368,6.3,1,2023-12-14
E00070,E00096,6.7,3,2026-03-28
E00096,E00332,8.6,1,2023-12-14
E00131,E00221,7.5,1,2023-12-14
E00131,E00368,7.6,1,2023-12-14
E00192,E00289,7.3,2,2025-05-01
E00192,E00349,6.3,1,2023-12-14
E00221,E00363,6.8,1,2023-12-14
E00257,E00349,6.6,1,2023-12-14
E00289,E00349,6.3,1,2023-12-14
E00289,E00363,7.4,1,2023-12-14
E00289,E00366,6.0,1,2023-12-14
E00289,E00383,6.2,2,2026-01-22
E00005,E00067,6.4,1,2024-08-01
E00031,E00047,8.0,1,2024-08-01
E00031,E00068,7.7,1,2024-08-01
E00047,E00226,9.0,1,2024-08-01
E00067,E00068,7.3,1,2024-08-01
E00067,E00226,7.5,2,2026-04-11
E00067,E00303,5.7,1,2024-08-01
E00067,E00324,5.7,1,2024-08-01
E00068,E00247,6.6,2,2024-08-01
E00083,E00226,7.9,1,2024-08-01
E00124,E00247,5.5,1,2024-08-01
E00124,E00263,6.4,1,2024-08-01
E00124,E00303,6.2,1,2024-08-01
E00247,E00324,6.3,2,2025-02-17
E00263,E00282,6.5,2,2024-08-01
E00263,E00303,6.2,1,2024-08-01
E00282,E00326,6.9,1,2024-08-01
E00024,E00195,5.5,1,2026-01-20
E00118,E00247,6.7,2,2026-01-20
E00118,E00261,5.9,2,2026-03-24
E00118,E00371,6.8,1,2026-01-20
E00131,E00407,8.3,1,2026-01-20
E00155,E00460,6.5,1,2026-01-20
E00195,E00247,6.6,2,2026-03-11
E00195,E00446,6.2,1,2026-01-20
E00247,E00261,6.5,2,2026-03-30
E00247,E00466,6.7,1,2026-01-20
E00020,E00077,7.8,1,2023-12-01
E00020,E00307,7.2,2,2025-08-30
E00020,E00371,7.7,1,2023-12-01
E00064,E00127,6.5,2,2023-12-05
E00064,E00278,7.6,1,2023-12-01
E00064,E00311,7.9,1,2023-12-01
E00077,E00278,9.3,1,2023-12-01
E00127,E00306,5.9,1,2023-12-01
E00127,E00382,7.5,1,2023-12-01
E00127,E00410,6.9,1,2023-12-01
E00195,E00325,6.1,1,2023-12-01
E00258,E00311,6.2,1,2023-12-01
E00258,E00325,6.6,2,2024-01-23
E00278,E00410,7.0,1,2023-12-01
E00306,E00311,6.5,1,2023-12-01
E00311,E00325,6.8,1,2023-12-01
E00347,E00394,6.8,1,2023-12-01
E00371,E00382,7.9,1,2023-12-01
E00007,E00129,5.9,1,2025-02-20
E00007,E00148,7.4,1,2025-02-20
E00053,E00141,8.1,1,2025-02-20
E00091,E00141,7.3,1,2025-02-20
E00100,E00129,6.0,1,2025-02-20
E00129,E00141,6.9,1,2025-02-20
E00131,E00282,7.7,1,2025-02-20
E00141,E00171,7.1,1,2025-02-20
E00148,E00282,7.9,1,2025-02-20
E00036,E00211,7.0,1,2026-04-06
E00036,E00226,5.5,1,2026-04-06
E00072,E00257,6.0,1,2026-04-06
E00072,E00456,6.4,1,2026-04-06
E00188,E00208,7.1,1,2026-04-06
E00188,E00227,6.4,1,2026-04-06
E00188,E00451,6.2,1,2026-04-06
E00194,E00215,7.0,3,2026-04-06
E00194,E00451,6.1,1,2026-04-06
E00194,E00456,6.8,1,2026-04-06
E00204,E00208,6.1,1,2026-04-06
E00208,E00456,6.2,1,2026-04-06
E00211,E00227,6.3,1,2026-04-06
E00211,E00334,7.1,1,2026-04-06
E00226,E00479,6.1,1,2026-04-06
E00005,E00076,5.9,2,2025-05-06
E00005,E00120,6.5,1,2025-02-27
E00005,E00137,6.9,2,2025-02-27
E00005,E00192,7.3,1,2025-02-27
E00005,E00237,6.8,2,2025-05-15
E00024,E00046,7.2,1,2025-02-27
E00024,E00162,7.0,1,2025-02-27
E00024,E00363,7.4,1,2025-02-27
E00046,E00228,7.3,1,2025-02-27
E00067,E00162,7.0,1,2025-02-27
E00067,E00185,6.5,1,2025-02-27
E00076,E00185,6.2,1,2025-02-27
E00076,E00202,6.2,1,2025-02-27
E00076,E00305,6.8,1,2025-02-27
E00078,E00162,7.1,1,2025-02-27
E00084,E00237,7.9,1,2025-02-27
E00084,E00378,6.3,1,2025-02-27
E00097,E00228,6.3,1,2025-02-27
E00097,E00397,6.8,2,2026-04-11
E00120,E00210,7.2,1,2025-02-27
E00120,E00342,5.5,1,2025-02-27
E00137,E00250,7.2,2,2026-02-28
E00162,E00192,7.8,1,2025-02-27
E00162,E00210,8.0,1,2025-02-27
E00162,E00305,8.0,1,2025-02-27
E00162,E00342,7.2,1,2025-02-27
E00162,E00351,6.4,2,2026-02-12
E00162,E00380,7.1,2,2025-02-27
E00185,E00228,6.6,1,2025-02-27
E00202,E00237,8.5,1,2025-02-27
E00202,E00363,7.3,2,2026-01-27
E00248,E00351,5.8,1,2025-02-27
E00305,E00351,6.4,1,2025-02-27
E00305,E00378,6.9,1,2025-02-27
E00351,E00397,7.2,1,2025-02-27
E00013,E00053,6.4,2,2025-11-20
E00013,E00378,5.9,1,2024-10-30
E00016,E00381,6.7,2,2025-08-04
E00058,E00371,6.1,1,2024-10-30
E00069,E00121,6.6,1,2024-10-30
E00074,E00121,6.3,2,2025-03-15
E00074,E00303,6.8,1,2024-10-30
E00123,E00365,7.1,1,2024-10-30
E00129,E00303,7.0,1,2024-10-30
E00179,E00338,6.9,1,2024-10-30
E00184,E00378,8.0,1,2024-10-30
E00338,E00381,5.8,1,2024-10-30
E00338,E00389,6.2,2,2024-10-30
E00365,E00381,6.0,1,2024-10-30
E00020,E00151,5.6,1,2025-07-17
E00020,E00342,5.9,1,2025-07-17
E00081,E00328,6.3,1,2025-07-17
E00081,E00440,6.4,1,2025-07-17
E00151,E00279,6.9,1,2025-07-17
E00151,E00431,6.4,1,2025-07-17
E00151,E00495,7.2,1,2025-07-17
E00165,E00279,6.6,1,2025-07-17
E00165,E00373,6.1,1,2025-07-17
E00167,E00215,6.9,2,2025-07-17
E00167,E00495,7.0,1,2025-07-17
E00167,E00505,8.3,1,2025-07-17
E00191,E00294,7.0,1,2025-07-17
E00191,E00431,7.9,1,2025-07-17
E00271,E00430,6.6,1,2025-07-17
E00279,E00328,6.4,1,2025-07-17
E00279,E00342,6.7,1,2025-07-17
E00294,E00495,6.7,1,2025-07-17
E00342,E00479,5.9,1,2025-07-17
E00430,E00505,8.2,1,2025-07-17
E00431,E00479,6.6,1,2025-07-17
E00031,E00246,7.0,1,2026-05-05
E00031,E00426,6.8,1,2026-05-05
E00083,E00175,7.0,3,2026-05-05
E00083,E00190,7.1,1,2026-05-05
E00083,E00435,8.1,1,2026-05-05
E00175,E00311,8.0,1,2026-05-05
E00179,E00446,7.6,1,2026-05-05
E00190,E00246,6.9,2,2026-05-05
E00190,E00247,6.7,3,2026-05-05
E00190,E00311,7.4,1,2026-05-05
E00207,E00311,6.5,1,2026-05-05
E00247,E00426,6.9,1,2026-05-05
E00001,E00036,7.4,1,2024-10-11
E00001,E00095,7.3,1,2024-10-11
E00001,E00216,8.0,1,2024-10-11
E00013,E00036,6.8,1,2024-10-11
E00013,E00110,7.5,1,2024-10-11
E00020,E00095,7.1,3,2026-04-04
E00020,E00166,6.6,1,2024-10-11
E00020,E00179,6.3,1,2024-10-11
E00020,E00308,6.3,1,2024-10-11
E00036,E00216,6.1,1,2024-10-11
E00050,E00142,5.7,1,2024-10-11
E00050,E00179,6.4,1,2024-10-11
E00074,E00230,7.1,1,2024-10-11
E00074,E00308,6.9,1,2024-10-11
E00095,E00306,7.0,1,2024-10-11
E00110,E00179,6.1,1,2024-10-11
E00110,E00306,7.1,1,2024-10-11
E00119,E00142,6.8,1,2024-10-11
E00142,E00306,6.0,1,2024-10-11
E00179,E00230,6.2,2,2026-03-07
E00179,E00306,6.0,1,2024-10-11
E00216,E00306,6.3,1,2024-10-11
E00019,E00246,5.6,1,2026-02-28
E00019,E00303,7.0,1,2026-02-28
E00067,E00096,5.6,1,2026-02-28
E00075,E00096,6.5,2,2026-02-28
E00096,E00246,6.1,1,2026-02-28
E00096,E00250,5.7,2,2026-02-28
E00180,E00214,6.6,1,2026-02-28
E00246,E00250,5.6,1,2026-02-28
E00247,E00250,5.5,1,2026-02-28
E00303,E00324,6.9,1,2026-02-28
E00042,E00196,6.6,2,2026-01-27
E00143,E00309,7.0,2,2025-04-08
E00143,E00453,7.3,1,2025-04-08
E00196,E00200,6.7,1,2025-04-08
E00200,E00325,5.5,1,2025-04-08
E00204,E00286,7.0,1,2025-04-08
E00204,E00309,6.0,1,2025-04-08
E00204,E00401,8.2,1,2025-04-08
E00282,E00342,7.9,2,2026-03-03
E00286,E00325,6.5,1,2025-04-08
E00286,E00426,6.6,1,2025-04-08
E00342,E00420,5.8,1,2025-04-08
E00420,E00453,6.8,1,2025-04-08
E00008,E00261,7.0,1,2025-02-11
E00094,E00183,6.1,1,2025-02-11
E00094,E00281,7.1,1,2025-02-11
E00103,E00143,7.4,1,2025-02-11
E00143,E00189,7.8,1,2025-02-11
E00189,E00281,6.4,2,2025-05-09
E00207,E00261,7.9,1,2025-02-11
E00260,E00329,7.7,1,2025-02-11
E00013,E00177,6.5,1,2024-04-03
E00013,E00182,6.0,1,2024-04-03
E00013,E00248,7.0,1,2024-04-03
E00074,E00109,7.2,1,2024-04-03
E00074,E00177,9.0,1,2024-04-03
E00074,E00214,7.9,1,2024-04-03
E00074,E00217,7.9,1,2024-04-03
E00074,E00248,8.4,1,2024-04-03
E00080,E00117,7.8,1,2024-04-03
E00080,E00162,9.0,1,2024-04-03
E00081,E00248,8.5,1,2024-04-03
E00081,E00300,8.6,1,2024-04-03
E00083,E00280,5.5,1,2024-04-03
E00109,E00117,6.0,2,2026-01-07
E00117,E00246,8.4,1,2024-04-03
E00162,E00177,8.8,1,2024-04-03
E00162,E00217,7.3,1,2024-04-03
E00162,E00247,7.3,1,2024-04-03
E00175,E00229,6.8,1,2024-04-03
E00175,E00280,6.6,2,2024-05-13
E00177,E00214,6.0,1,2024-04-03
E00214,E00229,6.5,1,2024-04-03
E00214,E00248,6.6,1,2024-04-03
E00217,E00229,7.3,1,2024-04-03
E00234,E00248,7.4,3,2025-04-28
E00246,E00300,8.4,1,2024-04-03
E00048,E00095,6.5,1,2025-05-14
E00067,E00115,9.0,1,2025-05-14
E00067,E00539,7.9,1,2025-05-14
E00095,E00190,6.8,1,2025-05-14
E00095,E00539,7.2,1,2025-05-14
E00115,E00166,7.5,1,2025-05-14
E00115,E00190,7.4,1,2025-05-14
E00115,E00302,7.8,2,2025-05-14
E00115,E00374,8.0,1,2025-05-14
E00115,E00435,8.6,1,2025-05-14
E00166,E00389,5.6,1,2025-05-14
E00171,E00435,7.8,1,2025-05-14
E00183,E00236,6.0,1,2025-05-14
E00183,E00316,6.2,1,2025-05-14
E00183,E00389,6.1,1,2025-05-14
E00183,E00519,6.2,1,2025-05-14
E00183,E00539,6.4,1,2025-05-14
E00302,E00539,7.3,1,2025-05-14
E00316,E00345,7.3,1,2025-05-14
E00316,E00435,6.9,1,2025-05-14
E00316,E00539,6.8,1,2025-05-14
E00345,E00539,7.9,1,2025-05-14
E00389,E00435,7.0,1,2025-05-14
E00051,E00060,6.0,1,2023-10-22
E00051,E00250,6.3,1,2023-10-22
E00051,E00322,6.9,1,2023-10-22
E00056,E00060,6.4,1,2023-10-22
E00060,E00143,6.0,1,2023-10-22
E00060,E00295,5.8,1,2023-10-22
E00060,E00311,8.5,1,2023-10-22
E00122,E00250,6.4,3,2026-02-12
E00122,E00253,6.7,2,2025-04-09
E00125,E00143,5.7,1,2023-10-22
E00143,E00250,6.3,1,2023-10-22
E00143,E00317,6.7,1,2023-10-22
E00175,E00295,7.1,1,2023-10-22
E00250,E00311,9.1,1,2023-10-22
E00250,E00322,7.4,2,2024-05-06
E00311,E00317,8.3,1,2023-10-22
E00015,E00235,6.8,1,2026-02-24
E00015,E00342,7.5,2,2026-02-24
E00016,E00391,7.4,1,2026-02-24
E00087,E00494,7.2,1,2026-02-24
E00332,E00389,6.7,1,2026-02-24
E00402,E00447,6.6,1,2026-02-24
E00053,E00071,7.1,1,2025-07-17
E00053,E00231,7.0,1,2025-07-17
E00071,E00091,7.2,2,2025-07-17
E00071,E00117,7.1,1,2025-07-17
E00071,E00197,6.9,2,2025-07-17
E00071,E00388,5.9,1,2025-07-17
E00076,E00388,5.8,1,2025-07-17
E00076,E00489,6.3,1,2025-07-17
E00089,E00091,7.7,1,2025-07-17
E00089,E00392,6.3,2,2025-07-17
E00090,E00091,7.9,1,2025-07-17
E00090,E00231,7.2,1,2025-07-17
E00090,E00475,6.3,1,2025-07-17
E00091,E00094,8.3,1,2025-07-17
E00091,E00475,7.0,1,2025-07-17
E00094,E00110,7.1,1,2025-07-17
E00094,E00116,6.4,2,2025-07-17
E00094,E00117,7.6,1,2025-07-17
E00094,E00475,6.0,1,2025-07-17
E00110,E00197,6.3,1,2025-07-17
E00110,E00392,6.7,1,2025-07-17
E00116,E00197,6.0,1,2025-07-17
E00116,E00301,6.2,1,2025-07-17
E00116,E00489,6.1,1,2025-07-17
E00197,E00235,7.8,1,2025-07-17
E00197,E00301,5.5,1,2025-07-17
E00197,E00475,5.7,1,2025-07-17
E00237,E00398,7.9,1,2025-07-17
E00274,E00301,6.2,1,2025-07-17
E00274,E00398,6.5,1,2025-07-17
E00042,E00283,5.5,1,2025-12-31
E00058,E00091,6.2,1,2025-12-31
E00058,E00196,6.9,2,2026-01-27
E00273,E00283,5.8,1,2025-12-31
E00019,E00054,6.2,3,2025-07-06
E00019,E00228,6.7,2,2025-10-28
E00039,E00228,6.8,1,2024-05-25
E00039,E00466,7.0,1,2024-05-25
E00041,E00281,7.1,1,2024-05-25
E00041,E00369,8.5,1,2024-05-25
E00067,E00129,5.5,1,2024-05-25
E00067,E00369,7.2,1,2024-05-25
E00067,E00497,5.9,1,2024-05-25
E00067,E00527,5.7,1,2024-05-25
E00129,E00223,6.9,2,2026-03-16
E00129,E00224,6.2,2,2026-03-01
E00129,E00369,7.1,1,2024-05-25
E00138,E00466,6.8,1,2024-05-25
E00213,E00281,6.8,1,2024-05-25
E00213,E00466,6.9,1,2024-05-25
E00224,E00466,5.5,1,2024-05-25
E00405,E00497,6.3,1,2024-05-25
E00031,E00097,7.0,2,2026-04-11
E00031,E00357,5.7,1,2023-10-10
E00035,E00097,6.2,1,2023-10-10
E00035,E00153,6.7,1,2023-10-10
E00053,E00331,7.2,1,2023-10-10
E00097,E00258,6.9,1,2023-10-10
E00153,E00258,6.8,1,2023-10-10
E00258,E00357,5.9,2,2024-03-03
E00017,E00065,7.0,1,2025-05-26
E00017,E00256,7.5,1,2025-05-26
E00020,E00082,5.8,1,2025-05-26
E00028,E00289,6.1,1,2025-05-26
E00065,E00234,6.0,2,2025-05-26
E00066,E00082,5.8,1,2025-05-26
E00066,E00285,6.8,1,2025-05-26
E00066,E00289,6.1,2,2026-03-28
E00068,E00271,6.2,1,2025-05-26
E00082,E00289,6.2,1,2025-05-26
E00095,E00234,6.7,2,2025-05-26
E00095,E00289,6.9,1,2025-05-26
E00212,E00273,6.6,1,2025-05-26
E00285,E00289,6.8,1,2025-05-26
E00339,E00364,5.9,1,2025-05-26
E00015,E00109,7.4,1,2025-07-12
E00015,E00263,7.4,1,2025-07-12
E00031,E00039,6.8,1,2025-07-12
E00031,E00109,8.5,1,2025-07-12
E00031,E00244,8.4,1,2025-07-12
E00070,E00152,7.0,1,2025-07-12
E00070,E00244,6.9,2,2026-02-28
E00070,E00342,8.7,1,2025-07-12
E00070,E00343,6.6,1,2025-07-12
E00109,E00342,7.3,2,2026-04-12
E00109,E00414,6.9,1,2025-07-12
E00128,E00259,6.4,1,2025-07-12
E00152,E00244,7.3,1,2025-07-12
E00152,E00259,6.7,1,2025-07-12
E00152,E00436,8.1,1,2025-07-12
E00244,E00258,6.7,1,2025-07-12
E00244,E00366,6.5,1,2025-07-12
E00259,E00436,7.0,1,2025-07-12
E00259,E00458,6.0,1,2025-07-12
E00366,E00436,7.3,1,2025-07-12
E00025,E00182,6.4,2,2025-07-22
E00025,E00298,6.7,1,2024-08-04
E00069,E00182,6.4,2,2025-05-21
E00069,E00214,7.3,2,2024-08-04
E00069,E00219,6.0,1,2024-08-04
E00069,E00238,5.9,1,2024-08-04
E00069,E00302,5.7,2,2025-05-02
E00071,E00238,5.7,1,2024-08-04
E00117,E00156,6.4,1,2024-08-04
E00117,E00182,6.8,1,2024-08-04
E00117,E00238,5.7,1,2024-08-04
E00156,E00282,7.4,1,2024-08-04
E00156,E00302,6.5,1,2024-08-04
E00165,E00296,6.6,1,2024-08-04
E00182,E00192,7.1,1,2024-08-04
E00182,E00298,7.5,1,2024-08-04
E00214,E00235,6.7,2,2026-02-27
E00214,E00308,8.1,1,2024-08-04
E00219,E00282,6.0,1,2024-08-04
E00219,E00296,6.3,2,2025-05-17
E00219,E00298,6.1,1,2024-08-04
E00251,E00302,6.9,2,2024-08-04
E00298,E00308,7.9,1,2024-08-04
E00020,E00045,6.6,1,2026-03-22
E00035,E00096,7.4,1,2026-03-22
E00035,E00109,7.0,1,2026-03-22
E00035,E00196,6.6,1,2026-03-22
E00035,E00476,7.2,1,2026-03-22
E00037,E00196,6.1,1,2026-03-22
E00040,E00152,6.0,1,2026-03-22
E00040,E00493,6.5,1,2026-03-22
E00045,E00180,6.8,1,2026-03-22
E00045,E00259,6.6,1,2026-03-22
E00092,E00391,6.4,1,2026-03-22
E00092,E00428,6.3,1,2026-03-22
E00092,E00476,6.6,1,2026-03-22
E00096,E00180,7.7,1,2026-03-22
E00096,E00238,7.4,1,2026-03-22
E00096,E00348,7.5,1,2026-03-22
E00096,E00476,7.0,2,2026-03-22
E00109,E00227,5.5,1,2026-03-22
E00109,E00493,6.7,1,2026-03-22
E00109,E00524,6.2,1,2026-03-22
E00142,E00259,7.4,1,2026-03-22
E00142,E00524,7.5,1,2026-03-22
E00152,E00348,6.9,1,2026-03-22
E00152,E00476,7.4,1,2026-03-22
E00180,E00524,7.2,1,2026-03-22
E00194,E00227,5.9,1,2026-03-22
E00194,E00476,6.9,1,2026-03-22
E00227,E00476,7.1,1,2026-03-22
E00341,E00524,7.8,1,2026-03-22
E00348,E00476,6.8,1,2026-03-22
E00053,E00110,8.6,1,2024-02-17
E00053,E00129,6.6,2,2026-03-19
E00129,E00138,6.6,1,2024-02-17
E00148,E00298,7.4,1,2024-02-17
E00148,E00322,6.2,1,2024-02-17
E00217,E00298,6.7,1,2024-02-17
E00265,E00367,5.7,1,2024-02-17
E00298,E00367,6.9,2,2024-10-21
E00322,E00367,5.8,1,2024-02-17
E00020,E00170,6.3,1,2026-03-01
E00020,E00215,5.5,1,2026-03-01
E00020,E00266,6.5,1,2026-03-01
E00020,E00306,6.4,2,2026-03-01
E00044,E00306,5.9,1,2026-03-01
E00044,E00318,6.1,1,2026-03-01
E00057,E00092,6.5,1,2026-03-01
E00057,E00108,5.6,1,2026-03-01
E00057,E00127,5.7,2,2026-03-01
E00057,E00215,5.5,1,2026-03-01
E00062,E00230,7.0,1,2026-03-01
E00063,E00306,6.2,1,2026-03-01
E00065,E00215,5.5,1,2026-03-01
E00108,E00170,6.7,1,2026-03-01
E00170,E00306,6.7,1,2026-03-01
E00008,E00214,6.4,1,2025-02-11
E00047,E00098,6.9,2,2026-03-09
E00047,E00197,7.2,1,2023-06-08
E00047,E00285,8.9,1,2023-06-08
E00098,E00197,6.5,1,2023-06-08
E00152,E00185,6.9,1,2023-06-08
E00155,E00322,6.5,1,2023-06-08
E00185,E00197,6.7,1,2023-06-08
E00185,E00285,7.4,2,2026-03-14
E00197,E00250,6.1,3,2026-04-16
E00197,E00286,7.2,1,2023-06-08
E00027,E00250,6.4,1,2023-10-24
E00027,E00522,5.9,1,2023-10-24
E00103,E00413,7.8,1,2023-10-24
E00150,E00392,7.8,1,2023-10-24
E00175,E00199,7.1,1,2023-10-24
E00175,E00225,8.6,1,2023-10-24
E00199,E00392,7.3,1,2023-10-24
E00199,E00458,6.1,1,2023-10-24
E00225,E00384,7.1,1,2023-10-24
E00225,E00458,7.3,1,2023-10-24
E00250,E00384,6.6,1,2023-10-24
E00384,E00413,7.0,1,2023-10-24
E00384,E00526,6.2,1,2023-10-24
E00413,E00522,6.4,1,2023-10-24
E00205,E00254,7.2,2,2026-02-24
E00254,E00340,7.5,1,2026-02-24
E00280,E00352,6.6,1,2026-02-24
E00340,E00430,6.6,1,2026-02-24
E00352,E00430,7.4,1,2026-02-24
E00009,E00071,5.5,1,2024-10-22
E00009,E00101,5.5,1,2024-10-22
E00009,E00103,7.4,1,2024-10-22
E00009,E00219,6.0,1,2024-10-22
E00055,E00119,7.4,1,2024-10-22
E00055,E00303,6.6,1,2024-10-22
E00060,E00196,7.3,1,2024-10-22
E00071,E00118,6.5,1,2024-10-22
E00071,E00249,6.3,1,2024-10-22
E00101,E00103,6.7,1,2024-10-22
E00101,E00121,6.3,3,2026-03-14
E00103,E00175,7.4,1,2024-10-22
E00103,E00219,6.1,2,2025-05-23
E00103,E00303,7.4,2,2024-10-22
E00118,E00181,7.2,1,2024-10-22
E00175,E00219,6.4,1,2024-10-22
E00175,E00249,7.5,1,2024-10-22
E00181,E00219,6.1,1,2024-10-22
E00182,E00249,7.1,2,2025-09-13
E00219,E00249,7.0,2,2025-07-26
E00219,E00303,5.7,1,2024-10-22
E00018,E00194,8.7,1,2024-02-22
E00021,E00441,5.5,1,2024-02-22
E00052,E00194,7.5,1,2024-02-22
E00052,E00300,6.8,1,2024-02-22
E00143,E00417,7.2,1,2024-02-22
E00188,E00417,8.3,1,2024-02-22
E00300,E00342,7.8,1,2024-02-22
E00031,E00318,6.8,1,2025-03-03
E00116,E00318,7.2,1,2025-03-03
E00139,E00194,7.1,1,2025-03-03
E00139,E00291,7.9,1,2025-03-03
E00165,E00220,6.8,1,2025-03-03
E00191,E00194,5.7,1,2025-03-03
E00200,E00344,6.2,1,2025-03-03
E00218,E00318,7.1,1,2025-03-03
E00218,E00344,5.5,1,2025-03-03
E00040,E00141,6.4,1,2024-01-09
E00042,E00046,6.1,1,2024-01-09
E00042,E00251,6.4,1,2024-01-09
E00046,E00112,6.3,1,2024-01-09
