employee_id,skill_id,years_experience,proficiency_level,last_used_date,certified_flag,skill_priority
E00021,SK037,2.4,Intermediate,2026-01-30,1,Low
E00022,SK027,1.0,Beginner,2026-03-20,0,High
E00022,SK037,0.9,Beginner,2025-04-09,0,High
E00023,SK004,4.0,Advanced,2025-06-29,0,Medium
E00023,SK018,4.2,Advanced,2025-11-25,1,Medium
E00023,SK034,1.7,Beginner,2025-04-13,1,Low
E00024,SK007,6.9,Advanced,2025-02-25,0,Medium
E00024,SK023,1.1,Beginner,2024-10-28,0,Low
E00024,SK028,5.1,Advanced,2025-12-19,0,Medium
E00024,SK029,6.4,Advanced,2024-11-22,0,Medium
E00024,SK032,6.0,Advanced,2025-09-17,0,Medium
E00025,SK002,7.8,Advanced,2025-07-21,1,High
E00025,SK012,2.6,Intermediate,2025-01-14,0,Low
E00025,SK016,2.9,Intermediate,2025-08-17,1,Medium
E00025,SK024,3.0,Intermediate,2024-12-27,1,Medium
E00025,SK032,1.1,Beginner,2025-01-17,0,Low
E00026,SK010,1.8,Beginner,2025-04-02,1,High
E00026,SK026,1.3,Beginner,2025-12-15,1,Medium
E00026,SK027,1.1,Beginner,2025-01-07,1,Medium
E00027,SK004,1.1,Beginner,2026-03-09,1,Low
E00027,SK007,3.0,Intermediate,2024-11-13,0,High
E00027,SK036,2.0,Intermediate,2025-03-10,1,Medium
E00028,SK001,9.1,Advanced,2025-06-30,1,Medium
E00028,SK004,10.0,Advanced,2026-02-10,1,Medium
E00028,SK007,4.6,Advanced,2025-05-27,1,Medium
E00028,SK010,4.8,Advanced,2026-02-18,1,Medium
E00028,SK024,11.9,Advanced,2025-01-31,1,High
E00028,SK026,7.2,Advanced,2024-11-09,1,Medium
E00029,SK002,0.8,Beginner,2025-06-21,0,Low
E00029,SK004,3.4,Intermediate,2025-02-24,0,Low
E00029,SK016,3.9,Intermediate,2025-09-14,0,Medium
E00029,SK024,6.7,Advanced,2025-12-16,0,High
E00029,SK034,1.7,Beginner,2025-12-19,0,Low
E00030,SK004,5.0,Advanced,2026-02-16,0,High
E00030,SK008,1.9,Beginner,2025-06-19,0,Low
E00030,SK020,3.6,Intermediate,2025-06-25,0,Medium
E00030,SK029,4.7,Advanced,2025-04-17,0,High
E00030,SK031,2.5,Intermediate,2026-03-06,0,Medium
E00030,SK035,2.7,Intermediate,2025-02-22,0,Medium
E00031,SK004,1.5,Beginner,2025-07-03,1,Medium
E00031,SK013,2.0,Intermediate,2025-03-06,1,High
E00031,SK016,0.6,Beginner,2025-11-01,1,Low
E00031,SK024,0.5,Beginner,2026-02-28,1,Low
E00032,SK005,5.7,Advanced,2025-11-01,1,Low
E00032,SK008,7.2,Advanced,2025-02-20,1,Medium
E00032,SK009,10.8,Advanced,2025-08-22,1,High
E00032,SK015,8.4,Advanced,2026-03-16,0,Medium
E00032,SK030,1.7,Beginner,2024-10-22,1,Low
E00032,SK034,9.6,Advanced,2025-02-25,0,High
E00033,SK002,1.2,Beginner,2025-04-20,0,Medium
E00033,SK004,2.9,Intermediate,2025-03-25,0,High
E00033,SK009,1.6,Beginner,2024-11-10,0,Medium
E00033,SK027,2.4,Intermediate,2025-05-02,0,High
E00034,SK001,6.0,Advanced,2026-01-14,0,High
E00034,SK026,3.2,Intermediate,2025-10-09,1,Medium
E00034,SK029,4.8,Advanced,2026-02-14,1,Medium
E00035,SK008,0.8,Beginner,2026-01-26,0,Low
E00035,SK013,2.2,Intermediate,2025-03-29,0,Medium
E00035,SK036,3.0,Intermediate,2025-04-11,0,High
E00036,SK006,3.0,Intermediate,2025-11-28,0,Medium
E00036,SK013,4.2,Advanced,2025-10-03,1,High
E00036,SK036,2.7,Intermediate,2025-08-24,0,Low
E00036,SK037,4.4,Advanced,2025-08-10,0,High
E00037,SK003,2.0,Intermediate,2025-05-24,0,Low
E00037,SK008,6.9,Advanced,2025-03-17,0,Medium
E00037,SK010,8.6,Advanced,2026-03-13,1,Medium
E00037,SK016,6.6,Advanced,2025-02-10,1,Medium
E00037,SK017,5.9,Advanced,2025-04-11,1,Medium
E00037,SK025,10.5,Advanced,2025-05-13,1,High
E00037,SK032,1.6,Beginner,2026-02-12,1,Low
E00037,SK038,10.8,Advanced,2025-10-31,1,High
E00038,SK029,1.7,Beginner,2025-07-15,0,Low
E00038,SK035,1.3,Beginner,2024-12-30,1,Low
E00039,SK020,10.0,Advanced,2026-03-20,1,Medium
E00039,SK022,8.6,Advanced,2026-01-19,1,Medium
E00039,SK024,7.9,Advanced,2025-06-16,1,Low
E00039,SK025,7.8,Advanced,2024-12-19,1,Low
E00039,SK026,5.9,Advanced,2024-10-30,1,Medium
E00039,SK028,11.6,Advanced,2024-10-23,0,High
E00039,SK029,11.6,Advanced,2025-01-12,1,Medium
E00040,SK019,2.8,Intermediate,2026-01-01,1,Low
E00040,SK020,6.3,Advanced,2026-03-24,0,High
E00040,SK021,1.3,Beginner,2024-11-22,1,Low
E00040,SK031,1.7,Beginner,2026-01-12,1,Low
E00040,SK032,2.1,Intermediate,2025-01-11,0,Low
E00041,SK003,3.1,Intermediate,2026-01-30,0,Low
E00041,SK020,3.4,Intermediate,2025-02-17,0,Low
E00041,SK025,5.3,Advanced,2025-05-26,0,High
E00041,SK026,5.2,Advanced,2026-01-09,0,Medium
E00041,SK036,1.1,Beginner,2025-05-23,0,Low
E00042,SK014,4.9,Advanced,2025-01-14,0,Medium
E00042,SK019,7.7,Advanced,2025-10-10,1,High
E00042,SK021,4.2,Advanced,2025-12-09,0,Low
E00042,SK024,7.4,Advanced,2025-11-07,0,Medium
E00042,SK026,4.3,Advanced,2026-01-15,0,Medium
E00042,SK038,5.4,Advanced,2025-09-01,1,Medium
E00043,SK032,5.7,Advanced,2025-12-04,1,Medium
E00043,SK033,4.6,Advanced,2025-12-20,0,Medium
E00043,SK036,9.7,Advanced,2024-10-21,1,High
E00043,SK038,7.7,Advanced,2025-06-17,0,Medium
E00044,SK009,4.0,Advanced,2026-01-23,0,High
E00044,SK025,1.8,Beginner,2025-02-15,0,Medium
E00044,SK034,1.7,Beginner,2024-12-14,0,Low
E00045,SK001,11.7,Advanced,2025-02-13,1,High
E00045,SK002,9.3,Advanced,2024-10-17,1,Medium
E00045,SK005,13.0,Advanced,2026-01-06,1,High
E00045,SK021,3.4,Intermediate,2025-07-19,1,Low
E00045,SK029,5.6,Advanced,2026-01-28,0,Low
E00045,SK030,5.7,Advanced,2026-02-27,1,Medium
E00045,SK036,9.7,Advanced,2025-05-26,1,Medium
E00046,SK003,2.4,Intermediate,2026-01-06,1,Low
E00046,SK008,5.1,Advanced,2024-10-15,1,Medium
E00046,SK023,2.9,Intermediate,2026-03-22,0,Medium
E00046,SK024,6.5,Advanced,2024-11-02,1,High
E00046,SK026,2.0,Intermediate,2026-03-10,1,Low
E00046,SK028,5.0,Advanced,2026-02-25,1,Medium
E00047,SK011,3.2,Intermediate,2024-12-06,1,Medium
E00047,SK016,5.6,Advanced,2024-10-16,1,High
E00047,SK020,7.0,Advanced,2026-01-17,1,High
E00047,SK037,4.1,Advanced,2025-08-09,1,Medium
E00048,SK001,2.0,Intermediate,2025-03-21,1,High
E00048,SK003,1.1,Beginner,2024-10-23,0,Medium
E00048,SK012,1.3,Beginner,2025-01-06,1,Medium
E00048,SK020,1.0,Beginner,2025-03-13,1,Low
E00048,SK038,0.8,Beginner,2024-11-07,1,Medium
E00049,SK011,1.6,Beginner,2025-04-09,1,Medium
E00049,SK013,1.8,Beginner,2025-07-25,1,Low
E00049,SK014,2.8,Intermediate,2025-08-14,0,Medium
E00049,SK016,1.3,Beginner,2026-01-09,0,Low
E00049,SK030,1.7,Beginner,2024-11-06,0,Low
E00050,SK008,5.7,Advanced,2025-02-26,1,Medium
E00050,SK011,3.5,Intermediate,2025-05-03,0,Low
E00050,SK017,8.0,Advanced,2025-08-12,0,High
E00050,SK024,3.1,Intermediate,2025-05-09,1,Low
E00050,SK027,4.8,Advanced,2024-10-30,1,Medium
E00050,SK035,4.9,Advanced,2026-03-15,1,Medium
E00051,SK011,3.2,Intermediate,2025-10-08,0,Medium
E00051,SK016,3.3,Intermediate,2025-04-30,0,Medium
E00051,SK018,4.5,Advanced,2025-01-30,1,Medium
E00051,SK027,7.0,Advanced,2025-05-11,0,High
E00051,SK028,5.7,Advanced,2024-12-21,1,Medium
E00051,SK033,0.9,Beginner,2025-06-02,0,Low
E00052,SK001,6.0,Advanced,2025-08-08,1,High
E00052,SK002,2.6,Intermediate,2025-10-11,0,Medium
E00052,SK005,2.2,Intermediate,2025-02-08,0,Low
E00052,SK009,5.1,Advanced,2026-02-11,1,High
E00052,SK012,4.5,Advanced,2025-06-03,0,Medium
E00052,SK037,4.8,Advanced,2025-01-27,1,Medium
E00053,SK011,3.8,Intermediate,2025-10-31,0,High
E00053,SK024,1.0,Beginner,2025-12-11,1,Low
E00053,SK026,0.6,Beginner,2025-02-27,0,Low
E00053,SK031,1.5,Beginner,2024-11-10,0,Low
E00053,SK038,1.4,Beginner,2024-12-02,0,Low
E00054,SK024,2.3,Intermediate,2025-12-18,0,High
E00054,SK025,1.2,Beginner,2025-06-09,1,Low
E00054,SK026,1.9,Beginner,2024-10-19,1,Medium
E00055,SK004,1.2,Beginner,2025-10-17,0,Medium
E00055,SK006,1.6,Beginner,2025-08-21,0,Medium
E00055,SK014,2.0,Intermediate,2026-03-10,0,Medium
E00055,SK027,3.0,Intermediate,2025-07-07,0,High
E00055,SK029,1.8,Beginner,2025-05-05,0,Medium
E00055,SK034,2.1,Intermediate,2025-11-15,0,Medium
E00056,SK017,7.1,Advanced,2025-06-06,0,Medium
E00056,SK018,10.7,Advanced,2026-03-14,0,High
E00056,SK023,9.4,Advanced,2025-11-11,0,High
E00056,SK036,3.1,Intermediate,2025-05-27,0,Low
E00057,SK002,4.0,Advanced,2025-08-27,1,Medium
E00057,SK006,1.8,Beginner,2024-12-20,1,Medium
E00057,SK019,2.3,Intermediate,2025-11-12,0,Low
E00057,SK021,1.9,Beginner,2025-12-09,0,Low
E00057,SK023,2.7,Intermediate,2026-02-02,0,Medium
E00057,SK036,2.4,Intermediate,2025-02-11,1,Low
E00058,SK015,6.2,Advanced,2025-01-29,1,High
E00058,SK016,6.5,Advanced,2025-03-19,1,Medium
E00058,SK018,7.0,Advanced,2025-05-20,1,High
E00058,SK020,6.0,Advanced,2025-11-28,1,Medium
E00058,SK022,3.3,Intermediate,2025-07-24,1,Medium
E00058,SK026,3.7,Intermediate,2025-03-04,1,Low
E00059,SK002,0.5,Beginner,2025-09-27,1,Medium
E00059,SK028,0.5,Beginner,2025-09-26,1,Medium
E00060,SK002,4.8,Advanced,2026-01-21,0,Medium
E00060,SK007,4.4,Advanced,2025-10-20,0,Medium
E00060,SK008,1.7,Beginner,2026-02-04,0,Low
E00060,SK009,7.0,Advanced,2025-12-31,0,High
E00060,SK011,5.7,Advanced,2025-04-17,1,Medium
E00060,SK013,7.6,Advanced,2025-05-02,0,Medium
E00060,SK033,3.5,Intermediate,2025-08-22,0,Medium
E00061,SK012,0.5,Beginner,2025-05-11,1,Low
E00061,SK027,0.5,Beginner,2025-01-20,1,Medium
E00061,SK032,0.8,Beginner,2026-03-06,1,Medium
E00061,SK036,1.0,Beginner,2025-10-01,1,High
E00061,SK037,0.5,Beginner,2025-12-02,1,Low
E00062,SK001,3.8,Intermediate,2025-07-04,0,High
E00062,SK013,4.1,Advanced,2024-12-22,0,Medium
E00062,SK027,1.6,Beginner,2025-12-28,0,Low
E00062,SK033,3.8,Intermediate,2025-02-27,0,Medium
E00063,SK002,11.2,Advanced,2025-01-06,1,High
E00063,SK010,4.7,Advanced,2025-07-29,1,Low
E00063,SK012,11.1,Advanced,2025-07-04,1,Medium
E00063,SK029,11.3,Advanced,2026-01-06,1,High
E00063,SK033,10.5,Advanced,2024-12-28,1,Medium
E00064,SK002,0.5,Beginner,2026-03-18,1,Medium
E00064,SK010,0.5,Beginner,2025-12-30,1,Low
E00064,SK013,0.5,Beginner,2025-06-13,1,Medium
E00064,SK027,0.5,Beginner,2024-10-18,1,Low
E00064,SK033,0.9,Beginner,2024-12-09,1,High
E00065,SK002,5.1,Advanced,2025-07-12,1,High
E00065,SK030,3.4,Intermediate,2024-11-10,0,Medium
E00065,SK033,4.4,Advanced,2025-10-18,1,Medium
E00065,SK034,2.7,Intermediate,2025-11-17,1,Low
E00066,SK005,2.8,Intermediate,2024-10-20,1,High
E00066,SK009,2.0,Intermediate,2025-03-31,1,Medium
E00066,SK010,2.0,Intermediate,2024-11-16,0,Medium
E00067,SK019,0.5,Beginner,2026-01-09,0,Low
E00067,SK025,0.5,Beginner,2026-02-11,1,High
E00067,SK026,0.5,Beginner,2026-03-08,1,Medium
E00067,SK032,0.5,Beginner,2025-04-17,1,Medium
E00067,SK035,0.5,Beginner,2025-10-08,1,Low
E00068,SK002,12.9,Advanced,2025-02-17,1,High
E00068,SK008,3.5,Intermediate,2025-11-15,1,Low
E00068,SK010,10.1,Advanced,2025-06-06,1,Medium
E00068,SK019,10.8,Advanced,2026-03-14,1,Medium
E00068,SK034,9.9,Advanced,2025-08-10,0,Medium
E00069,SK024,1.2,Beginner,2025-05-17,1,Low
E00069,SK028,0.9,Beginner,2025-10-28,1,Low
E00069,SK032,3.5,Intermediate,2024-11-03,1,Low
E00069,SK034,4.1,Advanced,2025-10-22,1,Medium
E00070,SK001,1.6,Beginner,2025-08-20,0,Medium
E00070,SK017,3.0,Intermediate,2026-02-11,0,High
E00070,SK024,2.7,Intermediate,2025-11-14,0,High
E00070,SK026,1.2,Beginner,2025-12-07,0,Medium
E00070,SK032,2.1,Intermediate,2024-12-02,0,Medium
E00070,SK033,0.5,Beginner,2024-10-17,0,Low
E00071,SK005,3.2,Intermediate,2026-03-08,0,Medium
E00071,SK006,3.8,Intermediate,2024-11-13,0,Low
E00071,SK010,3.5,Intermediate,2025-05-11,0,Medium
E00071,SK011,8.0,Advanced,2025-04-20,0,High
E00071,SK024,3.4,Intermediate,2024-11-25,0,Low
E00071,SK026,8.0,Advanced,2025-09-06,0,High
E00072,SK005,1.3,Beginner,2024-11-21,0,Low
E00072,SK025,5.8,Advanced,2026-02-06,1,Medium
E00072,SK030,4.5,Advanced,2025-02-17,0,Medium
E00072,SK031,3.1,Intermediate,2025-12-29,0,Medium
E00073,SK002,2.2,Intermediate,2024-10-22,0,Medium
E00073,SK005,5.0,Advanced,2024-11-12,0,High
E00073,SK008,4.5,Advanced,2025-08-14,0,Medium
E00073,SK015,2.7,Intermediate,2025-02-16,0,Low
E00073,SK029,1.9,Beginner,2025-06-25,0,Low
E00074,SK001,4.8,Advanced,2025-09-18,1,Medium
E00074,SK019,4.1,Advanced,2025-10-05,1,Low
E00074,SK021,6.4,Advanced,2025-03-26,1,Medium
E00074,SK026,6.8,Advanced,2024-10-25,0,Medium
E00074,SK037,3.2,Intermediate,2026-03-09,1,Low
E00075,SK003,4.3,Advanced,2025-10-06,0,Low
E00075,SK007,5.6,Advanced,2025-11-04,1,Medium
E00075,SK022,13.1,Advanced,2026-02-14,1,Medium
E00075,SK023,6.0,Advanced,2024-12-03,1,Medium
E00075,SK024,9.4,Advanced,2025-06-26,0,Medium
E00075,SK032,6.5,Advanced,2025-03-31,1,Low
E00075,SK036,16.0,Advanced,2026-03-22,1,High
E00075,SK037,3.5,Intermediate,2025-05-05,0,Low
E00076,SK001,3.4,Intermediate,2025-02-19,1,Medium
E00076,SK011,2.6,Intermediate,2025-11-05,0,Low
E00076,SK012,5.2,Advanced,2025-03-10,1,Medium
E00076,SK020,7.0,Advanced,2025-05-27,1,High
E00076,SK022,5.6,Advanced,2025-08-11,1,Medium
E00077,SK006,2.4,Intermediate,2025-05-19,0,High
E00077,SK014,2.0,Intermediate,2024-11-17,0,Medium
E00077,SK024,1.2,Beginner,2025-12-08,0,Medium
E00078,SK009,4.6,Advanced,2024-11-04,0,Medium
E00078,SK013,8.6,Advanced,2026-01-30,0,High
E00078,SK021,4.7,Advanced,2024-11-20,1,Low
E00078,SK022,6.0,Advanced,2025-10-31,1,Medium
E00078,SK024,7.6,Advanced,2025-11-25,1,Medium
E00079,SK017,5.0,Advanced,2025-07-01,0,High
E00079,SK021,2.1,Intermediate,2025-09-11,0,Medium
E00079,SK024,3.9,Intermediate,2024-10-20,1,Medium
E00080,SK002,0.8,Beginner,2025-08-11,1,Low
E00080,SK009,0.5,Beginner,2025-05-01,0,Low
E00080,SK017,1.4,Beginner,2024-12-26,0,High
E00080,SK019,0.5,Beginner,2025-12-01,1,Low
E00081,SK002,3.9,Intermediate,2025-05-06,1,High
E00081,SK013,1.5,Beginner,2025-06-09,0,Low
E00081,SK024,3.0,Intermediate,2025-10-08,1,Medium
E00081,SK031,1.7,Beginner,2025-03-27,1,Medium
E00081,SK033,3.3,Intermediate,2025-04-03,1,Medium
E00081,SK034,1.6,Beginner,2026-03-18,0,Low
E00082,SK004,5.5,Advanced,2026-02-22,1,High
E00082,SK012,1.4,Beginner,2026-01-02,0,Low
E00082,SK028,4.6,Advanced,2024-10-17,1,Medium
E00082,SK029,1.3,Beginner,2026-02-07,1,Low
E00083,SK001,2.9,Intermediate,2025-01-01,1,Medium
E00083,SK003,2.9,Intermediate,2025-05-03,1,Low
E00083,SK011,0.8,Beginner,2025-08-04,0,Low
E00083,SK017,1.7,Beginner,2025-04-24,0,Low
E00083,SK024,1.0,Beginner,2025-09-10,1,Low
E00083,SK025,7.0,Advanced,2025-05-05,1,High
E00083,SK026,2.7,Intermediate,2025-02-17,1,Low
E00084,SK008,2.9,Intermediate,2025-08-27,0,High
E00084,SK022,2.4,Intermediate,2025-06-13,0,Medium
E00084,SK024,0.8,Beginner,2025-08-10,0,Low
E00085,SK004,1.3,Beginner,2026-02-24,1,Low
E00085,SK016,2.6,Intermediate,2026-01-05,0,Medium
E00085,SK028,1.0,Beginner,2024-11-28,1,Low
E00085,SK029,5.0,Advanced,2025-12-16,1,High
E00085,SK030,0.8,Beginner,2025-10-19,1,Low
E00086,SK004,11.0,Advanced,2025-12-31,0,High
E00086,SK009,9.1,Advanced,2025-01-09,1,Medium
E00086,SK010,9.0,Advanced,2025-12-31,1,Medium
E00086,SK028,2.3,Intermediate,2025-03-03,1,Low
E00086,SK029,5.6,Advanced,2024-10-14,0,Medium
E00087,SK011,14.0,Advanced,2025-06-27,0,High
E00087,SK017,8.7,Advanced,2026-01-24,1,Medium
E00087,SK028,11.0,Advanced,2025-05-20,1,Medium
E00087,SK031,8.1,Advanced,2025-09-07,0,Medium
E00088,SK001,6.6,Advanced,2025-03-12,1,Medium
E00088,SK002,7.5,Advanced,2025-10-23,1,Low
E00088,SK015,6.1,Advanced,2025-08-01,1,Low
E00088,SK032,17.1,Advanced,2024-11-09,1,High
E00088,SK033,13.5,Advanced,2025-02-23,1,Medium
E00089,SK002,2.2,Intermediate,2025-04-21,1,Low
E00089,SK003,3.9,Intermediate,2026-03-14,0,Medium
E00089,SK005,4.7,Advanced,2025-12-13,0,Medium
E00089,SK010,4.3,Advanced,2025-12-27,1,Medium
E00089,SK011,0.8,Beginner,2026-02-07,1,Low
E00089,SK013,5.5,Advanced,2025-12-29,1,High
E00089,SK034,3.1,Intermediate,2025-07-26,1,Medium
E00090,SK011,0.5,Beginner,2025-11-29,1,Medium
E00090,SK015,0.5,Beginner,2025-10-10,1,Low
E00090,SK020,0.5,Beginner,2025-11-02,1,Low
E00090,SK030,0.5,Beginner,2025-05-24,0,Medium
E00091,SK001,11.0,Advanced,2026-03-16,1,High
E00091,SK002,6.8,Advanced,2025-03-20,0,Medium
E00091,SK009,3.9,Intermediate,2025-12-31,1,Low
E00091,SK010,8.3,Advanced,2026-03-18,0,Medium
E00091,SK011,3.7,Intermediate,2026-03-03,1,Low
E00091,SK013,10.9,Advanced,2026-03-11,1,High
E00091,SK016,4.2,Advanced,2025-12-28,0,Medium
E00091,SK024,6.5,Advanced,2025-07-25,1,Medium
E00092,SK013,4.7,Advanced,2025-05-20,0,Medium
E00092,SK036,2.7,Intermediate,2025-04-07,1,Low
E00093,SK002,4.3,Advanced,2026-02-18,1,Medium
E00093,SK005,2.9,Intermediate,2025-08-30,1,Low
E00093,SK009,6.4,Advanced,2025-10-17,1,Medium
E00093,SK013,8.5,Advanced,2024-10-25,0,Medium
E00093,SK032,6.6,Advanced,2025-01-29,1,Medium
E00094,SK011,4.6,Advanced,2025-04-24,0,Medium
E00094,SK013,6.2,Advanced,2025-03-19,1,High
E00094,SK038,3.7,Intermediate,2025-07-31,1,Medium
E00095,SK005,2.8,Intermediate,2024-10-21,1,Medium
E00095,SK011,2.0,Intermediate,2025-05-31,1,Low
E00095,SK017,6.0,Advanced,2025-03-15,1,High
E00095,SK023,0.8,Beginner,2025-05-11,1,Low
E00095,SK030,1.6,Beginner,2026-03-11,1,Low
E00096,SK023,9.7,Advanced,2025-10-31,1,Medium
E00096,SK024,15.0,Advanced,2026-01-18,1,High
E00096,SK025,14.5,Advanced,2024-12-20,1,High
E00096,SK027,12.5,Advanced,2025-05-26,1,Medium
E00096,SK037,6.8,Advanced,2025-06-28,1,Low
E00097,SK003,2.7,Intermediate,2025-03-29,0,Medium
E00097,SK011,2.3,Intermediate,2025-06-22,0,Medium
E00097,SK017,3.9,Intermediate,2024-10-28,0,High
E00097,SK023,0.8,Beginner,2025-06-14,0,Low
E00097,SK032,0.5,Beginner,2025-09-02,0,Low
E00098,SK002,1.5,Beginner,2025-10-20,0,Medium
E00098,SK006,1.3,Beginner,2025-07-17,1,Medium
E00098,SK013,1.6,Beginner,2024-10-30,1,High
E00098,SK036,0.8,Beginner,2026-03-24,1,Medium
E00099,SK004,2.5,Intermediate,2025-10-15,1,Medium
E00099,SK029,2.2,Intermediate,2024-11-20,1,High
E00100,SK001,1.4,Beginner,2025-11-19,0,Medium
E00100,SK022,1.3,Beginner,2025-09-21,1,Medium
E00100,SK031,1.0,Beginner,2025-01-22,1,Medium
E00101,SK001,1.6,Beginner,2025-03-06,1,Low
E00101,SK002,1.6,Beginner,2025-03-15,1,Low
